	DepTime	CRSDepTime	ArrTime	CRSArrTime	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Distance	TaxiIn	TaxiOut	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
302304	1058.0	1020	1202.0	1130	64.0	70.0	52.0	32.0	38.0	324	3.0	9.0	0.0	0.0	0.0	0.0	32.0
302310	950.0	925	1052.0	1035	62.0	70.0	52.0	17.0	25.0	324	3.0	7.0	0.0	0.0	0.0	0.0	17.0
302315	912.0	840	954.0	930	42.0	50.0	33.0	24.0	32.0	189	3.0	6.0	22.0	0.0	0.0	0.0	2.0
302318	1955.0	1935	2042.0	2025	47.0	50.0	34.0	17.0	20.0	189	3.0	10.0	10.0	0.0	0.0	0.0	7.0
302323	2033.0	2005	2117.0	2055	44.0	50.0	31.0	22.0	28.0	189	4.0	9.0	0.0	0.0	0.0	0.0	22.0
302324	1613.0	1520	1656.0	1610	43.0	50.0	31.0	46.0	53.0	189	5.0	7.0	0.0	0.0	0.0	0.0	46.0
302327	1732.0	1650	1900.0	1830	88.0	100.0	76.0	30.0	42.0	587	2.0	10.0	1.0	0.0	0.0	0.0	29.0
302329	2021.0	1950	2059.0	2035	98.0	105.0	88.0	24.0	31.0	562	3.0	7.0	0.0	0.0	0.0	0.0	24.0
302332	1717.0	1650	1755.0	1735	98.0	105.0	88.0	20.0	27.0	562	3.0	7.0	1.0	0.0	0.0	0.0	19.0
302336	821.0	800	916.0	900	55.0	60.0	43.0	16.0	21.0	239	3.0	9.0	16.0	0.0	0.0	0.0	0.0
302341	1123.0	1100	1222.0	1200	59.0	60.0	46.0	22.0	23.0	239	2.0	11.0	1.0	0.0	0.0	0.0	21.0
302343	1238.0	1200	1339.0	1300	61.0	60.0	50.0	39.0	38.0	239	3.0	8.0	38.0	0.0	1.0	0.0	0.0
302346	1453.0	1330	1556.0	1430	63.0	60.0	45.0	86.0	83.0	239	2.0	16.0	4.0	0.0	3.0	0.0	79.0
302347	1429.0	1400	1523.0	1500	54.0	60.0	43.0	23.0	29.0	239	3.0	8.0	10.0	0.0	0.0	0.0	13.0
302348	1511.0	1430	1603.0	1530	52.0	60.0	43.0	33.0	41.0	239	3.0	6.0	25.0	0.0	0.0	0.0	8.0
302349	1527.0	1500	1618.0	1600	51.0	60.0	42.0	18.0	27.0	239	2.0	7.0	4.0	0.0	0.0	0.0	14.0
302354	1820.0	1730	1919.0	1830	59.0	60.0	42.0	49.0	50.0	239	4.0	13.0	3.0	0.0	0.0	0.0	46.0
302356	1928.0	1830	2022.0	1930	54.0	60.0	43.0	52.0	58.0	239	4.0	7.0	12.0	0.0	0.0	0.0	40.0
302361	2143.0	2100	2236.0	2200	53.0	60.0	43.0	36.0	43.0	239	3.0	7.0	0.0	0.0	0.0	0.0	36.0
302365	1238.0	1215	1339.0	1320	61.0	65.0	49.0	19.0	23.0	293	2.0	10.0	19.0	0.0	0.0	0.0	0.0
302369	2106.0	2045	2210.0	2150	64.0	65.0	51.0	20.0	21.0	293	3.0	10.0	0.0	0.0	0.0	0.0	20.0
302374	2206.0	2115	2257.0	2215	51.0	60.0	41.0	42.0	51.0	296	2.0	8.0	42.0	0.0	0.0	0.0	0.0
302376	1527.0	1430	1628.0	1530	61.0	60.0	46.0	58.0	57.0	296	5.0	10.0	57.0	0.0	1.0	0.0	0.0
302377	1721.0	1655	1822.0	1755	61.0	60.0	48.0	27.0	26.0	296	5.0	8.0	5.0	0.0	1.0	0.0	21.0
302379	820.0	745	924.0	855	64.0	70.0	54.0	29.0	35.0	319	2.0	8.0	29.0	0.0	0.0	0.0	0.0
302385	846.0	820	1010.0	945	84.0	85.0	71.0	25.0	26.0	461	5.0	8.0	25.0	0.0	0.0	0.0	0.0
302387	2042.0	1915	2208.0	2040	86.0	85.0	75.0	88.0	87.0	461	4.0	7.0	12.0	0.0	1.0	0.0	75.0
302390	1113.0	1040	1237.0	1205	84.0	85.0	72.0	32.0	33.0	461	5.0	7.0	2.0	0.0	0.0	0.0	30.0
302399	1601.0	1510	1647.0	1600	46.0	50.0	34.0	47.0	51.0	181	4.0	8.0	40.0	0.0	0.0	0.0	7.0
302400	2029.0	1945	2114.0	2035	45.0	50.0	35.0	39.0	44.0	181	3.0	7.0	39.0	0.0	0.0	0.0	0.0
302401	1826.0	1800	1917.0	1850	51.0	50.0	34.0	27.0	26.0	181	4.0	13.0	2.0	0.0	1.0	0.0	24.0
302405	1819.0	1755	1923.0	1855	64.0	60.0	47.0	28.0	24.0	248	2.0	15.0	0.0	0.0	4.0	0.0	24.0
302409	1816.0	1700	1909.0	1800	53.0	60.0	41.0	69.0	76.0	248	3.0	9.0	0.0	0.0	0.0	0.0	69.0
302413	1333.0	1235	1428.0	1335	55.0	60.0	47.0	53.0	58.0	248	1.0	7.0	53.0	0.0	0.0	0.0	0.0
302419	1816.0	1800	1950.0	1935	94.0	95.0	81.0	15.0	16.0	546	2.0	11.0	7.0	0.0	0.0	0.0	8.0
302420	1229.0	1130	1358.0	1305	89.0	95.0	80.0	53.0	59.0	546	3.0	6.0	53.0	0.0	0.0	0.0	0.0
302422	2017.0	1905	2146.0	2040	89.0	95.0	80.0	66.0	72.0	546	2.0	7.0	8.0	0.0	0.0	0.0	58.0
302424	1345.0	1325	1519.0	1500	94.0	95.0	79.0	19.0	20.0	546	3.0	12.0	3.0	0.0	0.0	0.0	16.0
302425	1234.0	1115	1329.0	1210	55.0	55.0	41.0	79.0	79.0	237	3.0	11.0	79.0	0.0	0.0	0.0	0.0
302428	1607.0	1545	1704.0	1640	57.0	55.0	46.0	24.0	22.0	237	2.0	9.0	0.0	0.0	2.0	0.0	22.0
302432	1520.0	1415	1625.0	1530	65.0	75.0	51.0	55.0	65.0	349	7.0	7.0	46.0	0.0	0.0	0.0	9.0
302434	1954.0	1910	2059.0	2025	65.0	75.0	51.0	34.0	44.0	349	5.0	9.0	0.0	0.0	0.0	0.0	34.0
302438	1722.0	1555	2036.0	1920	134.0	145.0	118.0	76.0	87.0	1013	5.0	11.0	63.0	0.0	0.0	0.0	13.0
302440	1605.0	1345	2122.0	1900	197.0	195.0	179.0	142.0	140.0	1491	3.0	15.0	132.0	0.0	2.0	0.0	8.0
302441	1903.0	1700	7.0	2215	184.0	195.0	171.0	112.0	123.0	1491	5.0	8.0	109.0	0.0	0.0	0.0	3.0
302448	1648.0	1620	1738.0	1715	110.0	115.0	93.0	23.0	28.0	629	8.0	9.0	5.0	0.0	0.0	0.0	18.0
302449	2056.0	2010	2145.0	2105	109.0	115.0	93.0	40.0	46.0	629	5.0	11.0	5.0	0.0	0.0	0.0	35.0
302450	940.0	930	1040.0	1025	120.0	115.0	105.0	15.0	10.0	629	4.0	11.0	6.0	0.0	5.0	0.0	4.0
302451	1912.0	1845	2007.0	1940	115.0	115.0	97.0	27.0	27.0	629	4.0	14.0	12.0	0.0	0.0	0.0	15.0
302452	1555.0	1425	1646.0	1525	111.0	120.0	96.0	81.0	90.0	629	5.0	10.0	11.0	0.0	0.0	0.0	70.0
302455	1853.0	1825	2112.0	2055	79.0	90.0	68.0	17.0	28.0	533	3.0	8.0	12.0	0.0	0.0	0.0	5.0
302456	1637.0	1535	1901.0	1805	84.0	90.0	72.0	56.0	62.0	533	4.0	8.0	51.0	0.0	0.0	0.0	5.0
302457	1843.0	1635	2354.0	2200	191.0	205.0	179.0	114.0	128.0	1545	3.0	9.0	14.0	0.0	0.0	0.0	100.0
302462	2147.0	2035	48.0	2345	121.0	130.0	106.0	63.0	72.0	895	6.0	9.0	2.0	0.0	0.0	0.0	61.0
302463	1808.0	1745	2129.0	2100	141.0	135.0	122.0	29.0	23.0	895	10.0	9.0	11.0	0.0	6.0	0.0	12.0
302464	1406.0	1320	1711.0	1635	125.0	135.0	109.0	36.0	46.0	895	5.0	11.0	36.0	0.0	0.0	0.0	0.0
302465	702.0	650	857.0	840	175.0	170.0	160.0	17.0	12.0	957	5.0	10.0	12.0	0.0	5.0	0.0	0.0
302466	1718.0	1505	1904.0	1655	166.0	170.0	147.0	129.0	133.0	957	4.0	15.0	24.0	0.0	0.0	0.0	105.0
302467	1109.0	945	1255.0	1135	166.0	170.0	151.0	80.0	84.0	957	4.0	11.0	4.0	0.0	0.0	0.0	76.0
302468	1813.0	1805	2015.0	1955	182.0	170.0	151.0	20.0	8.0	957	18.0	13.0	4.0	0.0	12.0	0.0	4.0
302473	1918.0	1825	2109.0	2020	111.0	115.0	95.0	49.0	53.0	602	8.0	8.0	6.0	0.0	0.0	0.0	43.0
302477	2130.0	2040	2321.0	2235	111.0	115.0	99.0	46.0	50.0	602	4.0	8.0	9.0	0.0	0.0	0.0	37.0
302479	2030.0	2005	2228.0	2205	178.0	180.0	156.0	23.0	25.0	1024	11.0	11.0	6.0	0.0	0.0	0.0	17.0
302481	1632.0	1615	1831.0	1815	179.0	180.0	160.0	16.0	17.0	1024	6.0	13.0	8.0	0.0	0.0	0.0	8.0
302484	1730.0	1625	1907.0	1750	97.0	85.0	75.0	77.0	65.0	391	10.0	12.0	15.0	0.0	12.0	0.0	50.0
302486	2147.0	2050	2309.0	2215	82.0	85.0	67.0	54.0	57.0	391	3.0	12.0	9.0	0.0	0.0	0.0	45.0
302487	1643.0	1545	2202.0	2110	199.0	205.0	184.0	52.0	58.0	1506	3.0	12.0	17.0	0.0	0.0	0.0	35.0
302489	1728.0	1635	1749.0	1705	81.0	90.0	68.0	44.0	53.0	457	4.0	9.0	11.0	0.0	0.0	0.0	33.0
302490	1526.0	1325	1548.0	1355	82.0	90.0	66.0	113.0	121.0	457	4.0	12.0	50.0	0.0	0.0	0.0	63.0
302493	1426.0	1400	1548.0	1525	82.0	85.0	66.0	23.0	26.0	408	4.0	12.0	0.0	0.0	0.0	0.0	23.0
302494	1836.0	1820	1957.0	1940	81.0	80.0	66.0	17.0	16.0	408	5.0	10.0	0.0	0.0	1.0	0.0	16.0
302498	1519.0	1435	1515.0	1440	56.0	65.0	43.0	35.0	44.0	229	5.0	8.0	2.0	0.0	0.0	0.0	33.0
302501	1952.0	1930	2021.0	1940	89.0	70.0	46.0	41.0	22.0	229	31.0	12.0	5.0	0.0	19.0	0.0	17.0
302504	2124.0	2050	2211.0	2055	107.0	65.0	48.0	76.0	34.0	229	41.0	18.0	0.0	0.0	42.0	0.0	34.0
302505	1805.0	1720	2027.0	1950	262.0	270.0	247.0	37.0	45.0	1671	6.0	9.0	12.0	0.0	0.0	0.0	25.0
302506	1934.0	1845	1957.0	1925	83.0	100.0	69.0	32.0	49.0	440	3.0	11.0	8.0	0.0	0.0	0.0	24.0
302507	1235.0	1205	1301.0	1245	86.0	100.0	70.0	16.0	30.0	440	7.0	9.0	0.0	10.0	0.0	0.0	6.0
302514	2221.0	2045	36.0	2310	75.0	85.0	65.0	86.0	96.0	528	4.0	6.0	0.0	0.0	0.0	0.0	86.0
302517	1126.0	1110	1356.0	1340	90.0	90.0	74.0	16.0	16.0	562	3.0	13.0	9.0	0.0	0.0	0.0	7.0
302518	1720.0	1610	1943.0	1840	83.0	90.0	74.0	63.0	70.0	562	2.0	7.0	0.0	0.0	0.0	0.0	63.0
302519	2040.0	2005	2259.0	2235	79.0	90.0	72.0	24.0	35.0	562	3.0	4.0	2.0	0.0	0.0	0.0	22.0
302525	1646.0	1625	1732.0	1715	106.0	110.0	90.0	17.0	21.0	584	4.0	12.0	7.0	0.0	0.0	0.0	10.0
302527	1233.0	1200	1344.0	1310	131.0	130.0	110.0	34.0	33.0	714	13.0	8.0	10.0	0.0	1.0	0.0	23.0
302530	1925.0	1850	2115.0	2045	50.0	55.0	41.0	30.0	35.0	295	4.0	5.0	29.0	0.0	0.0	0.0	1.0
302532	2230.0	2100	2341.0	2215	71.0	75.0	60.0	86.0	90.0	347	5.0	6.0	63.0	0.0	0.0	0.0	23.0
302534	651.0	645	818.0	800	87.0	75.0	66.0	18.0	6.0	347	3.0	18.0	0.0	0.0	12.0	6.0	0.0
302536	1352.0	1230	1501.0	1345	69.0	75.0	60.0	76.0	82.0	347	4.0	5.0	76.0	0.0	0.0	0.0	0.0
302537	1824.0	1755	1932.0	1910	68.0	75.0	60.0	22.0	29.0	347	3.0	5.0	7.0	0.0	0.0	0.0	15.0
302539	1504.0	1435	1714.0	1655	70.0	80.0	62.0	19.0	29.0	496	3.0	5.0	0.0	0.0	0.0	0.0	19.0
302541	1929.0	1845	2137.0	2100	68.0	75.0	59.0	37.0	44.0	496	3.0	6.0	0.0	0.0	0.0	0.0	37.0
302543	746.0	710	907.0	830	141.0	140.0	121.0	37.0	36.0	793	4.0	16.0	0.0	0.0	1.0	36.0	0.0
302545	1400.0	1315	1641.0	1550	161.0	155.0	140.0	51.0	45.0	925	3.0	18.0	10.0	0.0	6.0	0.0	35.0
302549	2130.0	2100	2356.0	2330	146.0	150.0	131.0	26.0	30.0	925	2.0	13.0	23.0	0.0	0.0	0.0	3.0
302552	1750.0	1635	2041.0	1925	171.0	170.0	155.0	76.0	75.0	1093	4.0	12.0	28.0	0.0	1.0	0.0	47.0
302554	1255.0	1240	1601.0	1525	186.0	165.0	154.0	36.0	15.0	1093	5.0	27.0	10.0	0.0	21.0	0.0	5.0
302559	801.0	745	920.0	855	79.0	70.0	53.0	25.0	16.0	318	5.0	21.0	0.0	0.0	9.0	15.0	1.0
302561	1915.0	1905	2024.0	2005	69.0	60.0	35.0	19.0	10.0	178	7.0	27.0	9.0	0.0	9.0	0.0	1.0
302567	804.0	740	1017.0	950	193.0	190.0	165.0	27.0	24.0	1166	5.0	23.0	0.0	0.0	3.0	24.0	0.0
302568	2132.0	2015	2333.0	2220	181.0	185.0	159.0	73.0	77.0	1166	5.0	17.0	13.0	0.0	0.0	0.0	60.0
302570	1153.0	1120	1421.0	1335	208.0	195.0	165.0	46.0	33.0	1166	23.0	20.0	10.0	0.0	13.0	0.0	23.0
302571	1454.0	1310	1656.0	1525	182.0	195.0	164.0	91.0	104.0	1166	5.0	13.0	5.0	0.0	0.0	0.0	86.0
302572	1134.0	1100	1255.0	1205	141.0	125.0	98.0	50.0	34.0	673	13.0	30.0	9.0	0.0	16.0	0.0	25.0
302573	1209.0	1145	1513.0	1440	184.0	175.0	159.0	33.0	24.0	992	4.0	21.0	11.0	0.0	9.0	0.0	13.0
302574	738.0	730	1050.0	1015	192.0	165.0	168.0	35.0	8.0	992	4.0	20.0	8.0	0.0	27.0	0.0	0.0
302575	2138.0	1905	18.0	2150	160.0	165.0	138.0	148.0	153.0	992	4.0	18.0	13.0	0.0	0.0	0.0	135.0
302577	1854.0	1810	2046.0	2010	172.0	180.0	144.0	36.0	44.0	1056	15.0	13.0	11.0	0.0	0.0	0.0	25.0
302579	2205.0	2130	2259.0	2230	54.0	60.0	38.0	29.0	35.0	197	4.0	12.0	3.0	0.0	0.0	0.0	26.0
302582	1229.0	1220	1342.0	1325	73.0	65.0	36.0	17.0	9.0	197	3.0	34.0	0.0	0.0	8.0	9.0	0.0
302584	752.0	730	856.0	825	64.0	55.0	37.0	31.0	22.0	197	5.0	22.0	0.0	0.0	9.0	22.0	0.0
302589	1738.0	1645	1937.0	1845	59.0	60.0	47.0	52.0	53.0	287	3.0	9.0	0.0	0.0	0.0	0.0	52.0
302590	1906.0	1800	2118.0	2020	132.0	140.0	119.0	58.0	66.0	806	4.0	9.0	0.0	0.0	0.0	0.0	58.0
302593	1430.0	1420	1702.0	1630	152.0	130.0	123.0	32.0	10.0	723	20.0	9.0	0.0	0.0	22.0	0.0	10.0
302596	2004.0	1915	2108.0	2025	64.0	70.0	50.0	43.0	49.0	279	8.0	6.0	0.0	0.0	0.0	0.0	43.0
302600	1415.0	1330	1519.0	1430	64.0	60.0	50.0	49.0	45.0	224	5.0	9.0	0.0	0.0	5.0	0.0	44.0
302601	1737.0	1705	1840.0	1805	63.0	60.0	50.0	35.0	32.0	224	4.0	9.0	0.0	0.0	3.0	0.0	32.0
302604	1424.0	1345	1533.0	1500	129.0	135.0	117.0	33.0	39.0	759	4.0	8.0	10.0	0.0	0.0	0.0	23.0
302607	2133.0	2105	2214.0	2150	41.0	45.0	28.0	24.0	28.0	148	4.0	9.0	2.0	0.0	0.0	0.0	22.0
302610	1907.0	1850	2001.0	1935	54.0	45.0	38.0	26.0	17.0	148	4.0	12.0	10.0	0.0	9.0	0.0	7.0
302615	1807.0	1725	1949.0	1910	102.0	105.0	90.0	39.0	42.0	670	5.0	7.0	39.0	0.0	0.0	0.0	0.0
302616	2039.0	1950	2222.0	2135	103.0	105.0	90.0	47.0	49.0	670	6.0	7.0	0.0	0.0	0.0	0.0	47.0
302618	1015.0	955	1155.0	1140	100.0	105.0	87.0	15.0	20.0	670	4.0	9.0	14.0	0.0	0.0	0.0	1.0
302620	1013.0	1000	1406.0	1350	173.0	170.0	161.0	16.0	13.0	1246	4.0	8.0	13.0	0.0	3.0	0.0	0.0
302622	1743.0	1725	2131.0	2115	168.0	170.0	158.0	16.0	18.0	1246	3.0	7.0	7.0	0.0	0.0	0.0	9.0
302627	1643.0	1625	1730.0	1715	47.0	50.0	34.0	15.0	18.0	187	4.0	9.0	0.0	0.0	0.0	0.0	15.0
302628	1907.0	1825	1955.0	1915	48.0	50.0	33.0	40.0	42.0	187	4.0	11.0	31.0	0.0	0.0	0.0	9.0
302635	943.0	900	1038.0	955	55.0	55.0	40.0	43.0	43.0	239	4.0	11.0	43.0	0.0	0.0	0.0	0.0
302648	1654.0	1630	1750.0	1725	56.0	55.0	45.0	25.0	24.0	239	2.0	9.0	0.0	0.0	1.0	0.0	24.0
302649	1723.0	1700	1821.0	1755	58.0	55.0	45.0	26.0	23.0	239	4.0	9.0	14.0	0.0	3.0	0.0	9.0
302651	1909.0	1800	2010.0	1855	61.0	55.0	46.0	75.0	69.0	239	3.0	12.0	0.0	0.0	6.0	0.0	69.0
302652	1900.0	1830	1957.0	1925	57.0	55.0	44.0	32.0	30.0	239	3.0	10.0	2.0	0.0	2.0	0.0	28.0
302654	1957.0	1930	2050.0	2025	53.0	55.0	42.0	25.0	27.0	239	3.0	8.0	0.0	0.0	0.0	0.0	25.0
302657	2130.0	2100	2223.0	2155	53.0	55.0	42.0	28.0	30.0	239	5.0	6.0	17.0	0.0	0.0	0.0	11.0
302660	1453.0	1310	1628.0	1440	155.0	150.0	136.0	108.0	103.0	883	7.0	12.0	15.0	0.0	5.0	0.0	88.0
302662	1657.0	1650	1835.0	1820	158.0	150.0	136.0	15.0	7.0	883	7.0	15.0	7.0	0.0	8.0	0.0	0.0
302664	2101.0	2015	2154.0	2115	113.0	120.0	101.0	39.0	46.0	677	3.0	9.0	14.0	0.0	0.0	0.0	25.0
302667	1001.0	920	1320.0	1245	139.0	145.0	124.0	35.0	41.0	957	7.0	8.0	35.0	0.0	0.0	0.0	0.0
302668	942.0	920	1036.0	1020	54.0	60.0	44.0	16.0	22.0	276	3.0	7.0	4.0	0.0	0.0	0.0	12.0
302670	1250.0	1220	1346.0	1320	56.0	60.0	44.0	26.0	30.0	276	2.0	10.0	7.0	0.0	0.0	0.0	19.0
302672	1624.0	1550	1722.0	1650	58.0	60.0	42.0	32.0	34.0	276	2.0	14.0	1.0	0.0	0.0	0.0	31.0
302679	2109.0	2040	2213.0	2145	64.0	65.0	52.0	28.0	29.0	359	3.0	9.0	4.0	0.0	0.0	0.0	24.0
302680	1320.0	1305	1425.0	1410	65.0	65.0	53.0	15.0	15.0	359	3.0	9.0	15.0	0.0	0.0	0.0	0.0
302681	1411.0	1325	1705.0	1625	114.0	120.0	102.0	40.0	46.0	816	5.0	7.0	6.0	0.0	0.0	0.0	34.0
302682	1734.0	1540	1846.0	1705	192.0	205.0	179.0	101.0	114.0	1235	6.0	7.0	22.0	0.0	0.0	0.0	79.0
302683	1059.0	1010	1214.0	1130	195.0	200.0	183.0	44.0	49.0	1235	4.0	8.0	44.0	0.0	0.0	0.0	0.0
302686	1311.0	1255	1450.0	1435	219.0	220.0	204.0	15.0	16.0	1390	7.0	8.0	7.0	0.0	0.0	0.0	8.0
302688	1656.0	1615	1836.0	1800	220.0	225.0	201.0	36.0	41.0	1390	7.0	12.0	15.0	0.0	0.0	0.0	21.0
302689	1907.0	1825	2103.0	2010	236.0	225.0	203.0	53.0	42.0	1390	24.0	9.0	42.0	0.0	11.0	0.0	0.0
302690	1343.0	1325	1451.0	1435	68.0	70.0	55.0	16.0	18.0	393	4.0	9.0	16.0	0.0	0.0	0.0	0.0
302694	1423.0	1400	1726.0	1710	123.0	130.0	107.0	16.0	23.0	848	6.0	10.0	16.0	0.0	0.0	0.0	0.0
302699	1453.0	1425	1716.0	1650	143.0	145.0	124.0	26.0	28.0	937	6.0	13.0	11.0	0.0	0.0	0.0	15.0
302701	708.0	615	936.0	840	148.0	145.0	128.0	56.0	53.0	937	10.0	10.0	53.0	0.0	3.0	0.0	0.0
302702	1749.0	1730	2039.0	2000	170.0	150.0	128.0	39.0	19.0	937	34.0	8.0	10.0	0.0	20.0	0.0	9.0
302706	2210.0	2120	2305.0	2215	55.0	55.0	44.0	50.0	50.0	303	3.0	8.0	6.0	0.0	0.0	0.0	44.0
302709	1612.0	1520	1707.0	1620	55.0	60.0	44.0	47.0	52.0	303	4.0	7.0	0.0	0.0	0.0	0.0	47.0
302712	2112.0	2015	2207.0	2110	55.0	55.0	44.0	57.0	57.0	303	4.0	7.0	0.0	0.0	0.0	0.0	57.0
302716	1915.0	1820	2138.0	2035	263.0	255.0	250.0	63.0	55.0	1642	5.0	8.0	35.0	0.0	8.0	0.0	20.0
302718	1214.0	1125	1335.0	1240	81.0	75.0	65.0	55.0	49.0	419	3.0	13.0	12.0	0.0	6.0	0.0	37.0
302720	1735.0	1715	1858.0	1835	83.0	80.0	68.0	23.0	20.0	419	4.0	11.0	10.0	0.0	3.0	0.0	10.0
302722	1555.0	1520	2007.0	1930	192.0	190.0	174.0	37.0	35.0	1335	5.0	13.0	12.0	0.0	2.0	0.0	23.0
302723	807.0	735	1213.0	1140	186.0	185.0	174.0	33.0	32.0	1335	4.0	8.0	0.0	0.0	1.0	31.0	1.0
302725	1544.0	1340	1728.0	1535	164.0	175.0	152.0	113.0	124.0	1020	3.0	9.0	113.0	0.0	0.0	0.0	0.0
302726	1931.0	1805	2119.0	2000	168.0	175.0	153.0	79.0	86.0	1020	6.0	9.0	21.0	0.0	0.0	0.0	58.0
302727	2206.0	2120	2353.0	2315	167.0	175.0	156.0	38.0	46.0	1020	4.0	7.0	9.0	0.0	0.0	0.0	29.0
302729	1254.0	1105	1415.0	1235	201.0	210.0	190.0	100.0	109.0	1312	2.0	9.0	100.0	0.0	0.0	0.0	0.0
302730	1343.0	1245	1435.0	1340	52.0	55.0	38.0	55.0	58.0	192	3.0	11.0	55.0	0.0	0.0	0.0	0.0
302731	13.0	1915	57.0	2005	44.0	50.0	35.0	292.0	298.0	192	3.0	6.0	0.0	0.0	0.0	0.0	292.0
302736	1529.0	1505	1618.0	1600	49.0	55.0	38.0	18.0	24.0	192	3.0	8.0	3.0	0.0	0.0	0.0	15.0
302742	1629.0	1455	1938.0	1755	129.0	120.0	108.0	103.0	94.0	781	5.0	16.0	8.0	0.0	9.0	0.0	86.0
302743	1952.0	1855	2245.0	2155	113.0	120.0	96.0	50.0	57.0	781	5.0	12.0	7.0	0.0	0.0	0.0	43.0
302744	818.0	755	1115.0	1055	117.0	120.0	105.0	20.0	23.0	781	4.0	8.0	0.0	0.0	0.0	11.0	9.0
302747	2016.0	1940	2141.0	2100	85.0	80.0	73.0	41.0	36.0	453	4.0	8.0	14.0	0.0	5.0	0.0	22.0
302749	1723.0	1630	1845.0	1755	82.0	85.0	71.0	50.0	53.0	453	4.0	7.0	0.0	0.0	0.0	0.0	50.0
302755	1407.0	1340	1459.0	1440	52.0	60.0	42.0	19.0	27.0	276	3.0	7.0	1.0	0.0	0.0	0.0	18.0
302757	1744.0	1710	1838.0	1810	54.0	60.0	45.0	28.0	34.0	276	3.0	6.0	2.0	0.0	0.0	0.0	26.0
302761	2029.0	1940	2121.0	2030	52.0	50.0	40.0	51.0	49.0	233	3.0	9.0	0.0	0.0	2.0	0.0	49.0
302767	2302.0	2100	2351.0	2200	109.0	120.0	97.0	111.0	122.0	577	4.0	8.0	3.0	0.0	0.0	0.0	108.0
302768	1903.0	1720	1955.0	1820	112.0	120.0	88.0	95.0	103.0	577	17.0	7.0	7.0	0.0	0.0	0.0	88.0
323185	1617.0	1520	1720.0	1629	63.0	69.0	36.0	51.0	57.0	208	3.0	24.0	0.0	0.0	0.0	0.0	51.0
323276	1948.0	1759	2238.0	2055	110.0	116.0	88.0	103.0	109.0	674	8.0	14.0	103.0	0.0	0.0	0.0	0.0
323311	810.0	800	1012.0	941	122.0	101.0	80.0	31.0	10.0	526	7.0	35.0	10.0	0.0	21.0	0.0	0.0
323404	1535.0	1505	1700.0	1640	85.0	95.0	66.0	20.0	30.0	432	4.0	15.0	20.0	0.0	0.0	0.0	0.0
323429	2104.0	2020	2123.0	2101	79.0	101.0	64.0	22.0	44.0	449	4.0	11.0	22.0	0.0	0.0	0.0	0.0
323500	815.0	800	829.0	807	74.0	67.0	38.0	22.0	15.0	214	3.0	33.0	15.0	0.0	7.0	0.0	0.0
323561	1714.0	1640	1914.0	1840	120.0	120.0	91.0	34.0	34.0	594	6.0	23.0	34.0	0.0	0.0	0.0	0.0
323602	1700.0	1530	1826.0	1648	86.0	78.0	58.0	98.0	90.0	377	2.0	26.0	30.0	0.0	38.0	0.0	30.0
323766	1042.0	1007	1208.0	1148	146.0	161.0	112.0	20.0	35.0	813	6.0	28.0	20.0	0.0	0.0	0.0	0.0
323825	1200.0	1128	1315.0	1256	75.0	88.0	60.0	19.0	32.0	363	3.0	12.0	19.0	0.0	0.0	0.0	0.0
324008	950.0	909	1023.0	927	93.0	78.0	48.0	56.0	41.0	272	2.0	43.0	41.0	0.0	15.0	0.0	0.0
324078	1515.0	1458	1614.0	1557	59.0	59.0	39.0	17.0	17.0	227	2.0	18.0	17.0	0.0	0.0	0.0	0.0
324168	1141.0	1025	1141.0	1045	60.0	80.0	41.0	56.0	76.0	264	3.0	16.0	28.0	28.0	0.0	0.0	0.0
324188	1219.0	1115	1423.0	1319	64.0	64.0	46.0	64.0	64.0	264	4.0	14.0	0.0	0.0	0.0	0.0	64.0
324312	1535.0	1525	1805.0	1747	90.0	82.0	64.0	18.0	10.0	247	10.0	16.0	10.0	0.0	8.0	0.0	0.0
324342	1734.0	1556	1843.0	1718	69.0	82.0	49.0	85.0	98.0	306	12.0	8.0	85.0	0.0	0.0	0.0	0.0
324372	1017.0	940	1226.0	1138	129.0	118.0	101.0	48.0	37.0	692	4.0	24.0	37.0	0.0	11.0	0.0	0.0
324604	2049.0	1900	2152.0	2011	123.0	131.0	91.0	101.0	109.0	674	4.0	28.0	43.0	0.0	0.0	0.0	58.0
324629	1719.0	1700	1825.0	1807	66.0	67.0	36.0	18.0	19.0	191	14.0	16.0	18.0	0.0	0.0	0.0	0.0
324685	1026.0	1005	1139.0	1108	73.0	63.0	33.0	31.0	21.0	191	3.0	37.0	21.0	0.0	10.0	0.0	0.0
324713	1255.0	1054	1408.0	1220	133.0	146.0	111.0	108.0	121.0	781	7.0	15.0	108.0	0.0	0.0	0.0	0.0
324743	1102.0	910	1151.0	1009	49.0	59.0	27.0	102.0	112.0	152	12.0	10.0	18.0	0.0	0.0	0.0	84.0
324796	2000.0	1920	2002.0	1936	62.0	76.0	41.0	26.0	40.0	267	5.0	16.0	0.0	0.0	0.0	0.0	26.0
324827	1751.0	1710	1913.0	1836	82.0	86.0	58.0	37.0	41.0	331	18.0	6.0	0.0	0.0	0.0	0.0	37.0
